domain,ip_address,last_checked,is_withdrawn,withdrawn_reason,niches,semrush_AS,semrush_traffic,semrush_perc_english_traffic,semrush_organic_kw,moz_da,moz_pa,moz_perc_quality_bl,moz_spam_score,domain_age,majestic_trust_flow,majestic_citation_flow,ahrefs_domain_rank,errors
"mindsetterz.com ",69.10.51.203,,,,,32,,,,,,,,,0,32,,"The domain field format is invalid."
